crop,disease,visual_description,treatment,formality
2,7,rice leaf trying blend sidewalk covered dull gray patch,time stand fungicide action,1
2,7,like rice leaf auditioning grayscale movie missing vibrant color nature,time bring back technicolor fungicide treatment,1
2,7,rice leaf sporting unwelcome gray patch like trying new fashion trend,time veto trend fungicide,1
2,7,look like someone splattered rice leaf gray paint creating chaotic mess,time clean fungicide bob ross style,1
2,7,rice leaf playing host uninvited gray guest ruining green party vibe,time kick fungicide spray,1
2,7,rice leaf like canvas abstract artist covered messy gray stroke,time restore order fungicide brush,1
2,7,rice leaf best impression grayscale photo missing vibrant color nature,time bring back hue fungicide,1
2,7,look like someone turned rice leaf newspaper covered gray ink blot,time rewrite headline fungicide action,1
2,7,like someone spilled ashtray rice leaf leaving behind mess gray ash,time clean fungicide smoking allowed,1
2,7,rice leaf like grayscale tv missing vibrant color life,time tune fungicide,1
2,7,look like someone played tic tac toe rice leaf gray,time erase game fungicide spray,1
2,7,rice leaf trying mimic sky cloudy day covered dull gray cloud disease,let bring back sunshine fungicide,1
2,7,rice foliage display evident sign leaf blast characterized appearance prominent gray lesion scattered across leaf surface,effective course action involves application fungicidal agent control spread pathogen,0
2,7,visible indication leaf blast present rice leaf marked emergence extensive grayish spot distributed across leaf blade,appropriate strategy includes systematic use fungicidal treatment manage disease spread,0
2,7,distinct symptom leaf blast observable rice foliage characterized presence conspicuous gray lesion covering leaf surface,recommended approach entail application fungicidal agent suppress growth pathogen,0
2,7,rice plant exhibit clear sign leaf blast evident development notable grayish patch leaf surface,effective intervention requires use fungicidal treatment control proliferation disease causing agent,0
2,7,evident manifestation leaf blast visible rice foliage presence extensive grayish lesion across leaf lamina,suitable action plan involves application fungicidal agent manage spread pathogen,0
2,7,visible symptom leaf blast apparent rice leaf characterized emergence prominent gray lesion leaf blade,appropriate response involves use fungicidal treatment mitigate spread disease,0
2,7,rice foliage exhibit clear sign leaf blast indicated presence distinct grayish lesion leaf surface,effective strategy entail application fungicidal agent control proliferation pathogen,0
2,7,manifestation leaf blast evident rice leaf prominent grayish lesion appearing across leaf blade,recommended course action includes systematic application fungicidal treatment manage disease spread,0
2,7,rice plant display distinct sign leaf blast evident gray lesion scattered across leaf surface,appropriate intervention involves application fungicidal agent suppress growth pathogen,0
2,7,visible symptom leaf blast noticeable rice foliage characterized presence extensive grayish spot across leaf lamina,suitable approach entail systematic use fungicidal treatment manage disease spread,0
2,7,rice foliage show apparent sign leaf blast marked emergence prominent grayish patch across leaf surface,effective course action requires application fungicidal treatment control spread pathogen,0
2,7,evident manifestation leaf blast observable rice leaf extensive grayish lesion evident across leaf blade,recommended strategy involves application fungicidal agent mitigate spread pathogen,0
2,7,visible symptom leaf blast evident rice foliage characterized emergence prominent gray lesion leaf surface,appropriate response involves use fungicidal treatment manage spread disease,0
2,7,rice plant exhibit clear sign leaf blast indicated presence distinct grayish lesion leaf lamina,effective strategy entail application fungicidal agent control proliferation pathogen,0
2,7,manifestation leaf blast observable rice leaf prominent grayish lesion appearing across leaf surface,recommended course action includes systematic application fungicidal treatment manage disease spread,0
2,7,rice foliage display distinct sign leaf blast evident gray lesion scattered across leaf blade,appropriate intervention involves application fungicidal agent suppress growth pathogen,0
2,7,visible symptom leaf blast noticeable rice foliage characterized presence extensive grayish spot across leaf lamina,suitable approach entail systematic use fungicidal treatment manage disease spread,0
2,7,rice foliage show apparent sign leaf blast marked emergence prominent grayish patch across leaf surface,effective course action requires application fungicidal treatment control spread pathogen,0
2,7,evident manifestation leaf blast observable rice leaf extensive grayish lesion evident across leaf blade,recommended strategy involves application fungicidal agent mitigate spread pathogen,0
2,7,visible symptom leaf blast evident rice foliage characterized emergence prominent gray lesion leaf surface,appropriate response involves use fungicidal treatment manage spread disease,0
2,7,rice plant exhibit clear sign leaf blast indicated presence distinct grayish lesion leaf lamina,effective strategy entail application fungicidal agent control proliferation pathogen,0
2,7,manifestation leaf blast observable rice leaf prominent grayish lesion appearing across leaf surface,recommended course action includes systematic application fungicidal treatment manage disease spread,0
2,7,rice foliage display distinct sign leaf blast evident gray lesion scattered across leaf blade,appropriate intervention involves application fungicidal agent suppress growth pathogen,0
2,7,visible symptom leaf blast noticeable rice foliage characterized presence extensive grayish spot across leaf lamina,suitable approach entail systematic use fungicidal treatment manage disease spread,0
2,7,rice foliage exhibit discernible sign leaf blast characterized emergence prominent grayish lesion across leaf surface,appropriate intervention entail application fungicidal agent mitigate proliferation pathogen,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch disrupting otherwise verdant canopy,judicious approach involves systemic application fungicidal treatment curtail disease progression,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,prescribed course action necessitates administration fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail systematic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,imperative strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,strategic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,requisite approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,pragmatic course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,indispensable strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,comprehensive approach entail systemic application fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail strategic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,critical strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,pragmatic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,indispensable approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,requisite course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,imperative strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,comprehensive approach entail systemic application fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail strategic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,critical strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,pragmatic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,indispensable approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,requisite course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,imperative strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,comprehensive approach entail systemic application fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail strategic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,critical strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,pragmatic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,indispensable approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,requisite course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,imperative strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,comprehensive approach entail systemic application fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail strategic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,critical strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,pragmatic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,indispensable approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,requisite course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,imperative strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
2,7,rice foliage present conspicuous indication leaf blast denoted proliferation grayish lesion spanning leaf lamina,comprehensive approach entail systemic application fungicidal agent abate disease dissemination,0
2,7,manifestation leaf blast perceptible rice leaf characterized emergence extensive grayish lesion compromising leaf integrity,efficacious remedy entail strategic application fungicidal treatment mitigate disease proliferation,0
2,7,rice foliage exhibit discernible symptom leaf blast typified development prominent grayish lesion encroaching upon leaf surface,critical strategy involves application fungicidal agent arrest disease progression,0
2,7,evident manifestation leaf blast discernable rice leaf evidenced emergence conspicuous grayish patch marbling leaf anatomy,pragmatic intervention encompasses judicious application fungicidal treatment suppress pathogenic activity,0
2,7,rice foliage present notable indication leaf blast delineated presence extensive grayish lesion disrupting overall phylloplane,indispensable approach necessitates systematic application fungicidal agent attenuate disease dissemination,0
2,7,manifestation leaf blast evident rice leaf characterized emergence pronounced grayish lesion compromising leaf health,requisite course action entail targeted application fungicidal treatment mitigate disease progression,0
2,7,rice foliage exhibit discernible sign leaf blast marked emergence prominent grayish lesion pervading leaf surface,imperative strategy involves judicious application fungicidal agent mitigate disease proliferation,0
2,7,evident symptom leaf blast manifest rice leaf delineated emergence expansive gray patch compromising structural integrity foliage,prescribed course action necessitates systematic administration fungicidal treatment curtail disease dissemination,0
3,0,wheat look dusted cinnamon leaf covered patch rust,apply generous amount fungicide wheat get rid rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading like wildfire,give wheat good dousing fungicide show rust bos,1
3,0,wheat decided rusty coat speck orange covering green attire,time give wheat spa day fungicide spray clear rust situation,1
3,0,wheat leaf resemble canvas painted rusty hue streak orange breaking green monotony,spritz fungicide give wheat refreshing spray rid unsightly rust,1
3,0,wheat look like dusted powdered cinnamon rusty patch dotting leaf,grab fungicide spray liberally wheat eliminate rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading rapidly,give wheat good soak fungicide assert control rust,1
3,0,almost wheat decided wear rusty coat tiny orange speck covering greenery,time pamper wheat fungicide spray tackle rust problem,1
3,0,leaf wheat resemble canvas painted rusty hue breaking green monotony streak orange,get fungicide give wheat revitalizing spray remove unsightly rust,1
3,0,wheat look like dusted cinnamon powder rusty patch covering leaf,grab fungicide spray generously wheat eliminate rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading like wildfire,give wheat good dousing fungicide assert dominance rust,1
3,0,wheat decided wear rusty coat speck orange covering green attire,time give wheat spa day fungicide spray clear rust situation,1
3,0,wheat leaf like canvas painted rusty hue streak orange breaking green monotony,spritz fungicide give wheat refreshing spray rid unsightly rust,1
3,0,wheat look like dusted powdered cinnamon rusty patch dotting leaf,grab fungicide spray liberally wheat eliminate rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading rapidly,give wheat good soak fungicide assert control rust,1
3,0,almost wheat decided wear rusty coat tiny orange speck covering greenery,time pamper wheat fungicide spray tackle rust problem,1
3,0,leaf wheat resemble canvas painted rusty hue breaking green monotony streak orange,get fungicide give wheat revitalizing spray remove unsightly rust,1
3,0,wheat look like dusted cinnamon powder rusty patch covering leaf,grab fungicide spray generously wheat eliminate rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading like wildfire,give wheat good dousing fungicide assert dominance rust,1
3,0,wheat decided wear rusty coat speck orange covering green attire,time give wheat spa day fungicide spray clear rust situation,1
3,0,wheat leaf like canvas painted rusty hue streak orange breaking green monotony,spritz fungicide give wheat refreshing spray rid unsightly rust,1
3,0,wheat look like dusted powdered cinnamon rusty patch dotting leaf,grab fungicide spray liberally wheat eliminate rusty patch,1
3,0,leaf wheat turned rusty mess orange spot spreading rapidly,give wheat good soak fungicide assert control rust,1
3,0,almost wheat decided wear rusty coat tiny orange speck covering greenery,time pamper wheat fungicide spray tackle rust problem,1
3,0,leaf wheat resemble canvas painted rusty hue breaking green monotony streak orange,get fungicide give wheat revitalizing spray remove unsightly rust,1
3,0,wheat look like sprinkled cinnamon powder rusty patch covering leaf,grab fungicide spray generously wheat kick rusty patch,1
3,0,wheat leaf turned rusty mess orange spot spreading like wildfire,give wheat good douse fungicide show rust bos,1
3,0,like wheat decided rusty coat speck orange covering green attire,time give wheat spa treatment fungicide spray clear rust situation,1
3,0,wheat leaf looking like canvas painted rusty hue streak orange breaking green monotony,grab fungicide give wheat refreshing spray get rid unsightly rust,1
3,0,wheat seems caught case rust fever leaf turning patchwork orange brown,get hand fungicide spray liberally wheat banish rust away,1
3,0,wheat look like invaded tiny orange alien cluster rust spot taking leaf,time show rust invader bos hearty spray fungicide wheat,1
3,0,wheat leaf taken rusty sheen speckle orange dotting green landscape,arm fungicide give wheat protective spray fend rust invasion,1
3,0,wheat leaf sporting new fashion trend rusty chic splash orange adorning greenery,give wheat makeover fungicide spray wipe rusty look,1
3,0,like wheat leaf decided throw rusty party orange blotch popping everywhere,time crash party fungicide spray restore wheat green glory,1
3,0,wheat looking like auditioning role rusty autumn landscape painting streak orange brown covering leaf,grab fungicide give wheat makeover keep looking fresh green,1
3,0,wheat leaf decided go rustic look patch orange brown adding character green backdrop,time kick rustic vibe curb good ol fungicide spray wheat,1
3,0,wheat seems caught rust bug orange spot spreading like wildfire across leaf,show rust bos hearty spray fungicide wheat,1
3,0,wheat leaf putting rusty show orange speckle stealing spotlight greenery,time dim rusty light generous spray fungicide wheat,1
3,0,wheat look like kissed rust fairy orange patch adorning leaf like delicate brushstrokes,give wheat fairy tale ending fungicide spray banish rust away,1
3,0,wheat leaf playing host rusty invasion orange spot colonizing every inch green,declare war rusty invasion powerful fungicide spray wheat,1
3,0,wheat seems caught case rust blue orange streak crisscrossing green leaf,time cheer wheat fungicide spray send rusty blue packing,1
3,0,wheat leaf wearing rusty disguise orange patch masquerading part greenery,expose rusty imposter dose fungicide spray wheat,1
3,0,wheat rocking rusty look orange splatter adding flair green landscape,time clean rusty act good spray fungicide wheat,1
3,0,wheat leaf decided take rusty makeover orange hue painting new picture green canvas,give wheat fresh start fungicide spray wipe rusty mess,1
3,0,wheat like canvas rust art orange splash creating masterpiece green leaf,grab fungicide erase rusty artwork wheat canvas,1
3,0,wheat leaf staging rust rebellion orange patch leading charge green backdrop,time quash rebellion swift spray fungicide wheat,1
3,0,wheat seems caught case rusty blue orange streak crisscrossing green leaf,time cheer wheat fungicide spray send rusty blue packing,1
3,0,wheat leaf wearing rusty disguise orange patch masquerading part greenery,expose rusty imposter dose fungicide spray wheat,1
3,0,wheat rocking rusty look orange splatter adding flair green landscape,time clean rusty act good spray fungicide wheat,1
3,0,wheat leaf decided take rusty makeover orange hue painting new picture green canvas,give wheat fresh start fungicide spray wipe rusty mess,1
3,0,wheat like canvas rust art orange splash creating masterpiece green leaf,grab fungicide erase rusty artwork wheat canvas,1
3,0,wheat leaf staging rust rebellion orange patch leading charge green backdrop,time quash rebellion swift spray fungicide wheat,1
3,0,wheat taken rusty revolution orange speck declaring war greenery,fight back rust powerful fungicide spray wheat,1
3,0,wheat leaf looking like dipped rust orange stain marring green surface,time clean wheat act fungicide spray restore green glory,1
3,0,wheat seems caught case rusty jitter orange spot jitterbugging leaf,put jitter rest reassuring fungicide spray wheat,1
3,0,wheat leaf throwing rusty party orange confetti decorating greenery,time crash party fungicide spray restore order wheat,1
3,0,wheat looking like hit rusty meteor shower orange streak raining leaf,protect wheat rust storm shield fungicide spray,1
3,0,wheat leaf decided embrace rusty lifestyle orange patch making home greenery,show rusty guest door generous spray fungicide wheat,1
3,0,wheat like rusty treasure map orange mark leading way across green landscape,find treasure healthy wheat fungicide spray clear rusty distraction,1
3,0,wheat leaf like rusty confetti orange speck celebrating party greenery,time clean party mess blast fungicide spray wheat,1
3,0,wheat seems caught case rusty sneeze orange speck flying everywhere like pollen spring,clear rusty allergy good dose fungicide spray wheat,1
3,0,wheat leaf looking like invaded rusty army orange soldier taking green territory,send reinforcement form fungicide spray repel rust invasion wheat,1
3,0,wheat like rusty mosaic orange tile arranged haphazardly green canvas,time rearrange mosaic fungicide spray restore order wheat,1
3,0,wheat leaf sporting new accessory rusty jewelry orange gem adorning greenery,time declutter wheat wardrobe fungicide spray get rid rusty accessory,1
3,0,wheat seems caught case rusty hiccup orange spot popping unexpectedly leaf,calm rusty hiccup soothing fungicide spray wheat,1
3,0,wheat leaf like rusty firework orange spark lighting green sky,time extinguish fiery spark blast fungicide spray wheat,1
3,0,wheat look like visited rusty fairy orange dust sprinkled leaf,sweep away rusty magic wave fungicide spray wheat,1
3,0,wheat leaf playing host rusty party orange guest mingling among greenery,time kick rusty party crasher hearty spray fungicide wheat,1
3,0,wheat like rusty roadmap orange trail mapping journey across green landscape,time reroute wheat journey fungicide spray clear rusty obstacle,1
3,0,wheat leaf like rusty star green galaxy orange constellation lighting night sky,time dim rusty star dose fungicide spray wheat,1
3,0,wheat seems caught case rusty giggle orange spot laughing uncontrollably leaf,wipe smile serious fungicide spray wheat,1
3,0,wheat leaf like rusty cobweb orange thread weaving tangled mess greenery,time clean rusty mess fungicide spray restore order wheat,1
3,0,wheat look like kissed rust fairy orange lipstick smudge green leaf,wipe away rusty makeup swipe fungicide spray wheat,1
3,0,wheat leaf staging rusty rebellion orange banner flying high green backdrop,time quell rebellion firm fungicide spray wheat,1
3,0,wheat like rusty puzzle orange piece scattered across green canvas,time put together piece fungicide spray solve puzzle rust wheat,1
3,0,wheat showing sign brown rust infection characterized numerous small reddish brown pustule scattered across upper leaf surface,combat issue advisable use specialized fungicide systemic action following manufacturer instruction meticulously,0
3,0,brown rust symptom appeared wheat plant appearing distinct reddish brown spot spread irregularly across leaf surface,effective control involves applying fungicide containing triazoles strobilurins following precise dosage application schedule,0
3,0,visible sign brown rust observed wheat crop presenting prominent reddish brown eruption upper leaf surface,effective management requires careful application fungicide preferably multi site activity following agronomic recommendation closely,0
3,0,brown rust affected wheat field indicated presence reddish brown pustule leaf surface leading reduced photosynthetic activity,addressing issue involves systematic use fungicide employing integrated pest management technique optimal result,0
3,0,wheat plantation display evidence brown rust infestation characterized development small reddish brown pustule scattered across upper leaf epidermis,address issue recommended use specialized fungicide systemic action adhering strictly recommended guideline,0
3,0,brown rust symptom apparent wheat foliage noticeable reddish brown lesion distributed irregularly across leaf surface,effective management involves application fungicide containing triazoles strobilurins following precise dosage application timing,0
3,0,wheat crop exhibit visible sign brown rust presenting conspicuous reddish brown eruption upper leaf epidermis,manage crucial apply fungicide judiciously preferably multi site activity accordance agronomic advisory,0
3,0,brown rust infected wheat plant evident presence reddish brown pustule leaf blade reducing photosynthetic efficiency,combatting pathogen requires systematic application fungicide utilizing integrated pest management strategy optimal effectiveness,0
3,0,wheat show indication brown rust infection characterized presence numerous small reddish brown pustule scattered across upper leaf surface,address problem advisable use specialized fungicide systemic action following manufacturer guideline closely,0
3,0,brown rust symptom become apparent wheat plant appearing distinct reddish brown spot spread irregularly across leaf surface,effective control necessitates application fungicide containing triazoles strobilurins following precise dosage application schedule,0
3,0,visible sign brown rust observed wheat crop presenting prominent reddish brown eruption upper leaf surface,effective management involves careful application fungicide preferably multi site activity following agronomic recommendation closely,0
3,0,brown rust affected wheat field indicated presence reddish brown pustule leaf surface leading reduced photosynthetic activity,addressing issue involves systematic use fungicide employing integrated pest management technique optimal result,0
3,0,wheat plantation display evidence brown rust infestation characterized development small reddish brown pustule scattered across upper leaf epidermis,address issue recommended use specialized fungicide systemic action adhering strictly recommended guideline,0
3,0,brown rust symptom apparent wheat foliage noticeable reddish brown lesion distributed irregularly across leaf surface,effective management involves application fungicide containing triazoles strobilurins following precise dosage application timing,0
3,0,wheat crop exhibit visible sign brown rust presenting conspicuous reddish brown eruption upper leaf epidermis,manage crucial apply fungicide judiciously preferably multi site activity accordance agronomic advisory,0
3,0,brown rust infected wheat plant evident presence reddish brown pustule leaf blade reducing photosynthetic efficiency,combatting pathogen requires systematic application fungicide utilizing integrated pest management strategy optimal effectiveness,0
3,0,wheat show indication brown rust infection characterized presence numerous small reddish brown pustule scattered across upper leaf surface,address problem advisable use specialized fungicide systemic action following manufacturer guideline closely,0
3,0,brown rust symptom become apparent wheat plant appearing distinct reddish brown spot spread irregularly across leaf surface,effective control necessitates application fungicide containing triazoles strobilurins following precise dosage application schedule,0
3,0,visible sign brown rust observed wheat crop presenting prominent reddish brown eruption upper leaf surface,effective management involves careful application fungicide preferably multi site activity following agronomic recommendation closely,0
3,0,brown rust affected wheat field indicated presence reddish brown pustule leaf surface leading reduced photosynthetic activity,addressing issue involves systematic use fungicide employing integrated pest management technique optimal result,0
3,0,wheat plantation display evidence brown rust infestation characterized development small reddish brown pustule scattered across upper leaf epidermis,address issue recommended use specialized fungicide systemic action adhering strictly recommended guideline,0
3,0,brown rust symptom apparent wheat foliage noticeable reddish brown lesion distributed irregularly across leaf surface,effective management involves application fungicide containing triazoles strobilurins following precise dosage application timing,0
3,0,wheat crop exhibit visible sign brown rust presenting conspicuous reddish brown eruption upper leaf epidermis,manage crucial apply fungicide judiciously preferably multi site activity accordance agronomic advisory,0
3,0,brown rust infected wheat plant evident presence reddish brown pustule leaf blade reducing photosynthetic efficiency,combatting pathogen requires systematic application fungicide utilizing integrated pest management strategy optimal effectiveness,0
3,0,wheat exhibit sign brown rust characterized small reddish brown pustule scattered across upper surface leaf,address affliction recommended apply specialized fungicide systemic action following manufacturer guideline meticulously,0
3,0,brown rust symptom evident wheat foliage presenting discrete reddish brown lesion dispersed irregularly along leaf surface,control measure entail application fungicide containing triazoles strobilurins adhering strictly dosage application interval,0
3,0,wheat crop display visible symptom brown rust manifesting conspicuous reddish brown eruption upper leaf epidermis,effective management necessitates judicious application fungicide preferably multi site activity accordance agronomic advisory,0
3,0,brown rust infested wheat evidenced presence reddish brown pustule leaf blade diminishing photosynthetic efficiency,combatting pathogen entail systematic application fungicide employing integrated pest management strategy optimal efficacy,0
3,0,wheat plant exhibit typical sign brown rust infection displaying characteristic reddish brown lesion leaf surface compromising yield potential,adopting proactive approach application fungicide protective curative property recommended strict accordance label instruction,0
3,0,brown rust encroached upon wheat field evidenced presence conspicuous reddish brown pustule leaf blade posing threat yield stability,resorting chemical intervention systemic fungicide advised applied judiciously timed appropriately effective disease suppression,0
3,0,wheat foliage exhibit symptom consistent brown rust infection characterized emergence reddish brown pustule indicative fungal colonization,mitigate disease progression application fungicide proven efficacy rust pathogen warranted strict adherence recommended agronomic practice,0
3,0,presence brown rust discernible wheat distinctive reddish brown lesion scattered across leaf surface necessitating prompt intervention,implementing integrated disease management approach incorporating fungicidal treatment alongside cultural practice imperative curtail disease spread,0
3,0,brown rust afflicted wheat plant evidenced development reddish brown pustule leaf blade signifying fungal invasion,strategic application fungicide chosen efficacy compatibility resistance management strategy pivotal disease containment,0
3,0,wheat crop display symptom indicative brown rust infection conspicuous reddish brown pustule proliferating leaf surface impeding photosynthetic process,implementing targeted disease management regimen incorporating fungicidal application calibrated disease severity essential crop protection,0
3,0,brown rust manifested wheat foliage manifesting reddish brown pustule compromising photosynthetic efficiency yield potential,employing systematic approach application fungicide proven efficacy rust pathogen recommended guided comprehensive disease scouting monitoring,0
3,0,wheat plant exhibit sign consistent brown rust infection characterized presence reddish brown pustule leaf surface indicative fungal colonization,adopting integrated disease management strategy incorporating fungicidal treatment alongside cultural practice indispensable disease suppression,0
3,0,brown rust infiltrated wheat field manifesting reddish brown lesion leaf surface posing threat crop health productivity,implementing targeted disease control measure including judicious application fungicide imperative mitigate disease impact safeguard yield potential,0
3,0,wheat crop present symptom consistent brown rust infection characterized appearance reddish brown pustule leaf blade indicative fungal infestation,employing proactive approach timely application fungicide systemic action recommended alignment integrated pest management principle,0
3,0,brown rust emerged significant threat wheat crop evidenced presence reddish brown lesion leaf surface compromising plant vigor productivity,implementing effective disease management protocol including targeted fungicidal application agronomic adjustment imperative mitigate disease impact,0
3,0,wheat plant exhibit sign brown rust infection characterized development reddish brown pustule leaf surface indicative fungal colonization,employing strategic approach application fungicide curative preventative property recommended supplemented cultural practice optimize disease control,0
3,0,brown rust encroached upon wheat field manifesting reddish brown lesion leaf surface compromising photosynthetic efficiency yield potential,adopting integrated disease management approach incorporating fungicidal treatment cultural practice paramount disease containment crop protection,0
3,0,presence brown rust evident wheat foliage characteristic reddish brown pustule proliferating leaf surface indicative fungal infestation,implementing proactive disease management strategy including targeted fungicidal application agronomic adjustment essential mitigate disease impact,0
3,0,brown rust emerged formidable challenge wheat cultivation characterized appearance reddish brown lesion leaf surface compromising plant health yield potential,deploying integrated disease management approach incorporating fungicidal treatment cultural practice imperative suppress disease progression,0
3,0,wheat crop exhibit symptom consistent brown rust infection characterized presence reddish brown pustule leaf surface indicative fungal colonization,employing comprehensive disease management strategy integrating fungicidal application cultural practice crucial disease suppression yield preservation,0
3,0,brown rust infiltrated wheat field posing significant threat crop health productivity evidenced emergence reddish brown lesion leaf surface,implementing rigorous disease control measure including targeted fungicidal application agronomic adjustment imperative mitigate disease impact,0
